"Open","High","Low","Close","Volume"
56.26,56.76,56.05,56.68,30558718
56,56.37,55.72,56.21,37550411
56.61,56.8,56.11,56.19,32327477
56.52,57.29,56.51,56.76,28078995
56.47,56.74,56.26,56.73,25610587
56.08,56.63,55.78,56.57,32157167
55.98,56.23,55.76,55.8,32776653
56.15,56.84,55.53,55.91,89893301
53.71,53.9,52.93,53.09,53336533
53.7,54.34,53.55,53.96,31433864
53.95,54,53.21,53.7,32024385
53.84,53.99,53.58,53.74,24545520
53.56,53.86,53.18,53.51,25356841
52.94,53.4,52.78,53.21,27317555
52.5,52.83,52.47,52.59,22269203
51.73,52.36,51.55,52.3,28391026
51.42,51.61,51.07,51.38,19585194
50.78,51.54,50.39,51.38,28167461
50.83,51.28,50.74,51.17,24806351
51.13,51.72,51.07,51.16,21400392
50.72,51.3,50.5,51.17,28527781
49.91,50.72,49.8,50.54,31304021
48.92,49.47,48.67,49.44,38140658
49.1,49.15,48.04,48.43,50576699
49.81,50.94,49.52,49.83,133502985
51.28,52.06,51.15,51.91,29028833
51.08,51.46,50.95,50.99,28816848
50.2,51.43,50.16,51.19,34097825
50.64,50.83,50.03,50.07,35607946
50.41,50.43,49.82,50.13,45710516
49.52,50.47,49.51,50.39,31188605
49.78,50.12,49.69,49.69,33757639
49.9,50.1,49.57,49.83,42577106
49.58,50.72,49.06,50.14,83217844
51.05,52.05,51.04,51.48,25833151
52,52,51.49,51.62,20305664
52.02,52.44,51.87,52.04,21149438
52.24,52.73,52.1,52.1,20866770
51.99,52.35,51.89,52.13,18243271
52.38,52.42,51.6,51.79,23368291
52.64,52.74,51.84,52.48,22840779
52.44,52.95,52.44,52.85,25324828
52.26,53,52.08,53,37653081
51.92,52.32,51.77,52.32,17653660
51.93,51.98,51.36,51.89,24182929
51.92,52.49,51.79,52.12,24040186
50.7,51.71,50.4,51.59,34621638
50.6,50.68,49.98,50.03,25999674
50.48,51.22,50.4,50.62,23692434
50.47,50.62,49.82,50.32,23722753
50.48,51.14,50.3,50.81,24803172
51.72,51.73,50.36,50.51,27766669
50.8,51.96,50.75,51.83,19944632
